100 2000
7 66 2
7 95 6
7 30 4
7 53 9
7 34 7
7 81 8
7 73 1
7 61 4
7 71 8
7 15 9
7 75 7
7 85 1
7 75 4
7 20 8
7 86 7
7 44 6
7 28 9
7 64 5
7 39 6
7 12 2
7 53 3
7 46 7
7 28 2
7 88 8
7 22 1
7 82 3
7 75 9
7 71 6
7 72 8
8 9 7
8 10 3
8 27 5
8 56 2
8 64 3
8 18 5
8 46 8
8 73 6
8 54 6
8 93 8
8 99 5
8 61 5
8 40 1
8 52 7
8 41 4
8 95 2
8 61 6
8 60 1
8 92 8
8 68 4
8 53 8
8 54 4
8 78 1
8 52 9
8 84 8
8 38 3
8 79 9
8 24 2
8 92 3
8 58 8
8 21 1
8 95 9
8 44 1
8 46 8
8 88 9
8 9 4
8 45 2
8 76 6
8 96 8
8 93 4
8 87 8
8 87 6
8 51 1
8 15 8
8 62 7
8 21 3
8 60 3
9 11 3
9 17 2
9 22 3
9 50 8
9 68 2
9 74 9
9 15 9
9 46 8
9 72 9
9 19 5
9 10 6
9 67 1
9 84 5
9 22 9
9 41 6
9 81 5
9 22 9
9 18 5
9 62 5
9 60 7
9 89 3
9 92 7
9 12 6
9 20 8
9 97 7
9 62 4
9 20 2
9 78 4
9 49 4
9 29 1
9 28 3
9 24 3
9 42 1
9 61 5
9 81 9
9 59 2
9 87 4
9 19 6
9 53 9
9 76 6
9 24 1
9 99 2
9 69 2
9 31 1
10 88 8
10 47 7
10 29 9
10 22 7
10 26 7
10 33 3
10 97 7
10 34 6
10 82 3
10 89 3
10 99 3
10 91 1
10 56 1
10 74 2
10 31 3
10 67 2
10 29 9
10 40 6
10 75 4
10 59 4
10 12 8
10 26 8
10 75 1
10 18 3
10 16 6
10 41 1
10 96 9
10 57 7
10 52 2
10 50 1
10 71 6
10 81 3
10 17 4
10 35 1
10 38 1
11 25 6
11 47 8
11 49 7
11 63 3
11 96 6
11 49 6
11 89 8
11 72 8
11 97 4
11 41 5
11 43 4
11 12 3
11 36 5
11 31 6
11 30 4
11 91 2
11 54 4
11 54 4
11 98 1
11 12 6
11 52 3
11 48 8
11 97 4
11 65 5
11 78 5
11 97 1
11 55 3
11 41 3
11 45 8
11 13 7
11 95 5
11 86 5
11 58 2
11 74 1
11 20 9
11 75 4
11 16 5
11 32 8
11 48 8
12 26 8
12 41 3
12 85 5
12 89 9
12 28 3
12 25 3
12 23 8
12 57 8
12 85 8
12 16 6
12 79 2
12 20 6
12 43 9
12 15 1
12 18 8
12 84 8
12 67 5
12 58 4
12 53 7
12 76 3
12 24 1
12 80 6
12 96 2
12 78 9
12 25 1
12 53 1
12 40 7
12 92 2
12 25 1
12 30 6
12 14 2
12 16 2
13 88 1
13 85 6
13 76 6
13 54 6
13 75 9
13 88 7
13 93 2
13 82 7
13 25 9
13 76 5
13 14 1
13 15 1
13 36 9
13 56 7
13 14 3
13 74 6
13 92 2
13 69 8
13 58 9
13 78 1
13 97 6
13 72 6
13 23 7
13 31 3
13 46 8
13 30 6
13 64 1
13 69 3
13 28 7
13 88 6
13 42 6
13 24 9
13 60 1
14 54 4
14 90 7
14 24 1
14 24 3
14 86 4
14 88 2
14 68 3
14 63 2
14 60 9
14 58 3
14 98 4
14 25 9
14 58 7
14 78 8
14 81 3
14 33 1
14 92 4
14 15 8
14 80 8
14 25 2
14 67 3
14 25 6
14 80 7
14 30 7
14 50 5
14 73 9
14 73 6
14 97 4
14 69 1
14 24 3
14 84 3
14 70 7
14 59 1
14 61 2
14 18 5
14 52 1
14 88 8
14 44 8
14 92 6
14 93 3
14 67 2
14 17 4
14 22 5
15 35 1
15 31 7
15 87 8
15 38 3
15 76 9
15 71 3
15 38 2
15 16 4
15 32 3
15 40 8
15 81 2
15 63 2
15 59 5
15 18 8
15 73 2
15 67 5
15 61 8
15 56 9
15 51 9
15 45 8
15 28 1
15 37 7
15 48 4
15 49 5
15 22 9
15 55 8
15 62 9
15 24 9
15 35 1
15 98 4
15 67 1
15 57 9
16 21 9
16 57 4
16 70 4
16 74 6
16 52 9
16 67 8
16 19 2
16 63 1
16 85 8
16 80 2
16 35 6
16 75 1
16 63 5
16 92 6
16 28 7
16 36 2
16 87 3
16 86 6
16 72 1
16 84 8
16 30 1
16 36 3
16 63 8
16 55 9
16 59 4
16 61 4
16 42 7
16 81 6
16 28 7
16 64 9
16 79 6
16 41 7
16 91 9
16 82 3
17 19 4
17 33 6
17 39 8
17 55 3
17 71 1
17 99 7
17 44 3
17 23 6
17 59 5
17 45 6
17 99 8
17 51 9
17 55 6
17 22 6
17 41 8
17 43 8
17 22 4
17 36 3
17 91 7
17 59 9
17 90 3
17 83 6
17 27 8
17 46 3
17 99 9
17 54 9
17 58 9
17 61 7
17 36 5
17 93 3
17 79 1
17 39 7
17 86 2
17 39 5
17 27 9
18 20 7
18 32 6
18 91 1
18 67 5
18 89 6
18 26 2
18 89 6
18 97 9
18 71 1
18 84 5
18 40 8
18 32 5
18 80 7
18 41 7
18 30 6
18 74 3
18 42 8
18 96 6
18 23 9
18 41 4
18 31 5
18 68 1
18 21 9
18 68 6
18 31 8
18 72 1
18 30 7
18 46 9
18 59 8
18 70 1
18 35 8
18 47 6
19 36 9
19 55 8
19 69 7
19 20 1
19 36 2
19 72 6
19 30 8
19 60 6
19 58 5
19 97 4
19 59 9
19 34 7
19 58 7
19 75 9
19 53 3
19 59 2
19 73 1
19 57 6
19 45 6
19 34 4
19 37 3
19 79 2
19 31 3
19 63 2
19 28 7
19 24 1
19 71 7
19 73 5
19 35 4
19 60 6
19 74 1
19 94 4
19 34 6
19 67 2
20 60 2
20 46 6
20 94 5
20 56 5
20 50 9
20 82 6
20 85 8
20 42 4
20 42 6
20 83 6
20 70 2
20 81 7
20 85 8
20 67 9
20 87 8
20 60 8
20 55 8
20 35 7
20 20 2
20 84 1
20 75 9
20 90 7
20 87 1
20 23 8
20 37 9
20 84 2
20 70 1
21 31 4
21 38 1
21 40 7
21 84 6
21 28 2
21 61 4
21 33 6
21 74 9
21 38 4
21 47 8
21 99 8
21 85 6
21 96 1
21 41 5
21 95 2
21 37 6
21 56 6
21 32 4
21 71 1
21 35 4
21 86 8
21 22 4
21 84 4
21 78 3
21 40 8
21 46 7
21 31 8
21 60 1
21 39 5
21 58 4
21 27 1
21 55 5
21 35 2
21 95 6
22 67 8
22 59 9
22 84 4
22 46 9
22 48 4
22 69 8
22 63 2
22 57 3
22 32 3
22 56 2
22 64 9
22 92 7
22 94 1
22 37 8
22 80 9
22 32 3
22 91 7
22 40 2
22 30 8
22 75 4
22 86 7
22 45 8
22 70 1
22 73 5
22 74 7
22 97 7
22 98 9
22 29 4
22 56 8
22 68 7
22 69 8
22 82 8
22 99 2
22 31 7
22 99 6
22 86 6
22 56 4
22 46 8
22 95 2
22 75 1
22 29 7
23 28 4
23 45 9
23 58 7
23 41 2
23 47 3
23 81 8
23 80 3
23 79 5
23 30 9
23 26 3
23 26 2
23 93 8
23 87 9
23 95 2
23 71 4
23 47 3
23 66 6
23 74 6
23 92 5
23 29 7
23 40 6
23 47 9
23 73 7
23 46 8
23 86 8
23 90 7
23 94 6
23 75 1
23 53 7
24 80 4
24 25 5
24 35 4
24 40 3
24 61 2
24 43 2
24 48 7
24 78 7
24 64 2
24 72 7
24 33 1
24 60 5
24 51 8
24 37 3
24 64 8
24 69 4
24 26 3
24 25 3
24 26 9
24 39 2
24 78 5
24 65 6
24 56 4
24 70 3
24 57 3
25 48 4
25 88 5
25 34 1
25 57 2
25 28 4
25 28 4
25 69 3
25 64 1
25 74 7
25 86 9
25 91 5
25 84 8
25 64 4
25 42 1
25 86 4
25 55 6
25 81 5
25 86 4
25 49 1
25 83 8
25 70 6
25 54 9
25 55 3
25 64 3
25 72 1
25 63 9
25 70 3
25 55 4
25 38 4
26 30 1
26 52 8
26 73 5
26 51 3
26 98 7
26 39 4
26 91 4
26 74 9
26 84 1
26 35 6
26 75 9
26 29 3
26 86 7
26 58 2
26 77 9
26 90 4
26 95 7
26 46 1
26 30 6
26 79 5
26 87 2
26 79 1
26 87 1
26 90 7
26 76 4
27 42 3
27 79 7
27 51 9
27 47 1
27 82 8
27 90 6
27 40 3
27 37 7
27 83 3
27 71 1
27 54 8
27 70 5
27 94 7
27 64 3
27 41 5
27 54 2
27 77 8
27 68 3
27 59 7
27 64 2
27 75 9
27 36 7
27 95 7
27 41 5
27 92 1
27 61 8
27 42 7
27 98 7
27 88 7
27 27 5
27 96 2
27 54 1
27 61 6
27 74 9
27 52 9
27 55 1
27 42 9
27 55 4
27 80 3
28 45 8
28 53 9
28 59 3
28 90 4
28 40 2
28 46 5
28 56 7
28 56 9
28 39 4
28 44 8
28 86 5
28 37 8
28 63 6
28 32 5
28 90 9
28 70 2
28 67 6
28 65 7
28 46 5
28 81 1
28 48 3
28 45 5
28 47 6
28 82 9
28 38 2
29 32 9
29 36 8
29 89 9
29 37 4
29 60 5
29 38 5
29 88 3
29 92 5
29 75 9
29 80 9
29 67 1
29 33 6
29 54 8
29 44 5
29 37 6
29 74 5
29 76 3
29 53 4
29 30 5
29 90 5
29 72 2
29 56 5
29 75 5
29 68 7
29 48 8
29 83 6
29 66 2
29 84 4
29 76 6
30 82 9
30 44 1
30 87 7
30 61 8
30 97 5
30 93 6
30 98 5
30 54 3
30 60 8
30 41 5
30 88 8
30 73 3
30 37 4
30 40 2
30 78 8
30 84 7
30 36 3
30 86 4
30 70 5
30 89 4
30 45 1
30 46 5
30 44 9
30 41 2
30 75 4
30 51 7
30 82 5
30 32 4
30 90 8
30 34 1
30 95 8
30 75 4
30 88 3
30 46 8
30 82 2
30 60 8
30 33 4
31 84 1
31 48 6
31 91 5
31 67 5
31 59 1
31 86 6
31 98 7
31 94 9
31 89 5
31 68 2
31 82 7
31 73 8
31 67 3
31 38 2
31 59 9
31 51 3
31 37 4
31 73 8
31 88 7
31 93 3
31 74 6
31 53 8
31 48 5
31 87 7
31 55 6
31 66 5
31 41 3
31 96 2
32 51 2
32 38 9
32 93 8
32 54 7
32 66 4
32 59 3
32 81 7
32 66 9
32 99 6
32 91 6
32 95 1
32 52 9
32 77 7
32 70 9
32 34 1
32 84 1
32 96 4
32 85 3
32 78 4
32 59 2
32 97 7
33 36 3
33 46 9
33 73 4
33 53 4
33 49 1
33 48 1
33 72 1
33 91 9
33 65 9
33 58 6
33 83 4
33 50 7
33 70 5
33 65 9
33 35 2
33 39 7
33 89 3
33 68 6
33 79 3
33 90 2
33 96 5
33 92 1
33 47 7
33 53 4
33 83 2
33 93 4
33 73 9
34 56 5
34 96 1
34 70 4
34 87 9
34 97 1
34 51 2
34 43 2
34 60 4
34 68 7
34 48 5
34 64 9
34 46 9
34 65 8
34 97 6
34 49 2
34 85 5
34 55 5
34 59 8
34 47 6
34 87 3
34 47 4
34 78 3
34 81 4
34 79 6
34 79 9
34 74 1
34 79 4
34 64 6
34 56 5
34 45 7
34 45 8
34 86 3
35 67 5
35 48 7
35 51 4
35 89 2
35 97 8
35 89 4
35 99 4
35 62 4
35 35 1
35 87 4
35 53 6
35 50 9
35 81 2
35 66 9
35 44 9
35 44 9
35 81 6
35 80 2
35 78 9
35 62 5
35 62 3
35 68 8
35 53 1
35 56 8
35 93 9
36 84 1
36 90 5
36 73 8
36 81 3
36 80 2
36 43 5
36 61 2
36 78 8
36 85 3
36 54 1
36 62 2
36 62 3
36 86 9
36 36 7
36 92 9
36 86 6
36 65 2
36 60 5
36 78 9
36 84 7
36 79 1
36 92 4
36 59 8
36 67 6
36 59 8
37 72 2
37 56 3
37 80 2
37 48 8
37 70 1
37 49 4
37 90 2
37 64 3
37 96 5
37 51 3
37 94 2
37 71 4
37 43 3
37 41 5
37 59 2
37 94 7
37 81 3
37 60 1
37 46 6
37 37 9
37 38 9
37 87 8
37 49 9
37 69 8
37 41 4
37 72 3
37 39 5
37 63 8
38 69 6
38 39 9
38 84 4
38 96 3
38 59 1
38 77 4
38 44 6
38 68 2
38 74 4
38 57 6
38 91 3
38 66 6
38 95 3
38 43 2
38 46 6
38 86 9
38 51 3
38 73 3
38 96 2
38 78 1
38 45 8
38 64 2
38 69 4
38 51 4
38 47 3
38 86 9
38 97 4
38 39 3
38 67 8
38 63 3
38 87 5
38 45 1
38 53 8
38 41 1
38 54 1
39 75 2
39 76 7
39 63 4
39 91 5
39 40 6
39 94 6
39 50 9
39 96 7
39 94 1
39 43 5
39 88 5
39 97 4
39 71 1
39 74 4
39 66 6
39 80 7
39 79 1
39 68 6
39 98 2
40 49 4
40 53 4
40 57 3
40 63 2
40 77 4
40 93 1
40 91 8
40 84 8
40 67 1
40 97 4
40 94 6
40 73 8
40 66 3
40 88 8
40 72 9
40 45 5
40 97 6
40 99 2
40 58 3
41 60 3
41 86 4
41 94 8
41 91 5
41 71 1
41 79 6
41 94 5
41 74 7
41 97 1
41 58 3
41 82 6
41 86 6
41 51 2
41 92 5
41 85 2
41 52 8
41 95 5
41 67 8
41 98 4
41 54 6
41 88 7
41 96 3
41 43 1
41 75 5
41 69 5
41 96 3
41 54 5
41 59 7
42 81 5
42 95 7
42 45 3
42 98 8
42 56 8
42 97 5
42 72 5
42 67 8
42 47 9
42 54 4
42 98 7
42 72 8
42 46 7
42 79 3
42 92 9
42 49 1
42 96 4
42 87 5
42 46 5
42 51 6
42 48 5
43 70 6
43 44 4
43 64 6
43 45 7
43 58 5
43 77 8
43 99 3
43 74 8
43 69 8
43 79 7
43 93 7
43 68 7
43 82 9
43 92 1
43 92 5
43 46 9
43 63 4
43 54 5
43 95 8
43 62 7
44 66 8
44 87 5
44 90 1
44 82 9
44 97 1
44 84 7
44 64 4
44 48 5
44 91 4
44 50 8
44 82 8
44 66 4
44 96 5
44 91 8
44 66 6
44 99 3
44 84 5
44 78 4
44 56 2
44 91 2
44 83 3
44 44 6
44 85 2
44 78 4
44 63 5
44 96 2
44 83 9
44 93 4
44 88 8
44 93 1
44 56 8
44 86 6
45 64 9
45 95 9
45 55 6
45 56 9
45 93 9
45 64 5
45 95 5
45 98 7
45 66 9
45 79 2
45 91 9
45 71 9
45 62 4
45 71 7
45 80 3
45 88 9
45 63 7
46 50 9
46 98 5
46 49 2
46 85 2
46 82 1
46 77 4
46 91 8
46 69 5
46 81 4
46 79 6
46 82 3
46 69 4
46 81 3
46 78 5
46 70 6
46 86 8
46 93 9
46 62 7
47 60 9
47 90 4
47 80 5
47 63 4
47 99 6
47 99 1
47 68 1
47 55 9
47 55 7
47 70 8
47 87 7
47 69 7
47 58 7
47 88 4
47 99 2
47 90 4
47 60 9
47 86 6
47 79 2
47 82 3
47 51 6
47 72 5
47 63 7
48 80 2
48 92 4
48 77 9
48 56 2
48 97 4
48 50 6
48 65 8
48 81 5
48 74 4
48 69 5
48 88 3
48 64 4
48 66 9
48 97 1
48 57 6
48 86 6
48 85 2
49 53 5
49 73 3
49 76 4
49 69 6
49 63 9
49 86 2
49 61 7
49 62 4
49 78 9
49 95 1
49 64 8
49 85 7
49 50 4
49 89 6
49 82 1
49 88 4
49 51 4
49 88 4
49 83 9
49 65 4
49 53 1
49 86 7
49 68 2
49 66 2
50 77 3
50 79 6
50 83 8
50 68 8
50 75 4
50 96 4
50 56 8
50 75 9
50 84 1
50 80 3
50 81 5
50 72 2
50 73 5
50 73 2
50 66 4
50 52 7
50 99 5
50 86 6
50 78 2
51 87 6
51 69 5
51 82 4
51 82 9
51 55 8
51 82 6
51 92 9
51 86 7
51 61 4
51 92 3
51 86 2
51 59 3
51 77 5
51 91 7
51 86 9
52 74 5
52 68 9
52 64 1
52 83 6
52 96 6
52 58 5
52 54 4
52 85 8
52 72 1
52 59 3
52 75 7
52 68 8
52 76 3
53 98 5
53 58 1
53 68 4
53 68 3
53 86 8
53 79 9
53 92 5
53 86 6
53 93 7
53 87 3
53 86 2
53 60 8
53 86 4
53 89 9
53 92 6
54 65 6
54 92 5
54 85 1
54 98 8
54 61 1
54 86 6
54 85 7
54 88 8
54 56 7
54 81 9
54 86 8
54 92 9
54 75 1
54 91 9
54 89 8
54 79 5
54 87 8
55 78 7
55 93 6
55 86 7
55 68 7
55 67 5
55 96 6
55 72 8
55 56 4
55 81 6
55 95 4
55 63 8
56 78 9
56 99 9
56 86 6
56 74 3
56 65 3
56 81 4
56 86 4
56 94 8
56 98 1
56 64 5
56 71 1
56 68 2
56 73 1
56 99 2
56 87 5
56 95 5
56 98 8
56 95 2
56 71 9
56 83 7
57 58 1
57 61 1
57 93 4
57 70 6
57 98 1
57 88 9
57 57 5
57 65 9
57 82 6
57 73 9
57 80 5
57 87 7
57 84 4
57 91 8
57 86 3
57 92 9
57 69 9
57 58 9
58 62 8
58 73 2
58 65 5
58 99 7
58 60 2
58 76 6
58 79 5
58 83 8
58 73 1
58 60 3
58 87 6
58 87 4
58 75 7
58 70 5
58 66 1
58 73 3
59 95 7
59 82 5
59 67 3
59 91 3
59 88 7
59 65 5
59 87 6
59 93 3
59 94 6
59 62 7
59 88 6
59 85 3
59 81 2
59 88 7
59 70 3
59 93 2
59 96 6
60 67 6
60 87 1
60 66 4
60 76 8
60 83 8
60 94 3
60 70 1
60 92 9
60 65 9
60 70 3
60 90 8
60 75 5
60 71 1
61 93 9
61 75 1
61 89 5
61 79 2
61 77 4
61 75 8
61 84 7
61 76 2
62 91 6
62 86 8
62 76 4
62 80 6
62 84 1
62 79 2
62 64 2
62 87 9
62 98 5
62 75 4
62 76 1
62 95 2
62 70 5
62 63 1
62 98 7
62 75 7
62 74 9
63 81 1
63 92 7
63 80 8
63 91 3
63 63 1
63 78 6
63 89 7
63 72 6
63 64 6
63 89 5
63 94 4
63 86 6
63 83 9
63 85 9
63 80 7
63 89 2
64 82 6
64 65 7
64 65 1
64 70 9
64 86 6
64 69 2
64 91 6
64 73 3
64 94 4
64 90 2
64 92 7
64 69 5
65 82 9
65 97 4
65 96 2
65 96 9
65 71 6
65 91 2
65 71 5
65 82 1
65 90 1
65 78 2
65 88 2
65 91 4
65 77 8
65 77 4
65 79 1
66 97 2
66 90 1
66 67 8
66 98 6
66 87 8
66 96 1
66 73 7
66 82 9
66 89 3
66 94 3
66 93 5
66 87 1
67 75 9
67 83 3
67 69 5
67 82 4
67 89 5
67 87 5
67 99 5
67 67 5
67 79 5
67 70 5
67 95 9
67 78 7
67 99 4
67 90 5
68 89 6
68 98 5
68 89 8
68 73 3
68 83 2
68 71 5
68 76 7
68 77 7
68 70 4
68 79 2
68 99 4
69 88 9
69 80 3
69 96 8
69 94 3
69 78 4
69 77 5
69 79 3
69 97 7
69 93 2
69 95 7
69 92 2
69 88 9
70 89 3
70 95 2
70 82 7
70 99 2
70 91 5
70 73 2
70 88 1
70 84 9
70 98 8
70 92 6
70 74 5
71 96 4
71 94 1
71 79 1
71 81 1
71 96 6
71 93 1
71 88 3
71 96 5
71 79 7
71 84 2
71 75 8
71 93 9
71 91 3
71 84 3
71 92 3
72 81 2
72 90 3
72 81 1
72 91 6
72 87 8
72 92 6
72 88 5
72 94 3
72 87 4
73 83 1
73 73 6
73 93 4
73 98 7
73 92 5
73 83 5
73 98 8
73 77 9
73 84 3
73 93 7
73 83 9
74 75 6
74 99 3
74 99 8
74 84 1
74 82 2
74 87 9
74 89 3
74 89 1
75 80 4
75 95 9
75 93 4
75 92 1
75 83 2
75 75 3
75 92 4
75 81 6
76 78 3
76 89 3
76 82 7
76 93 6
77 96 9
77 87 8
77 99 7
77 86 7
77 98 2
77 78 1
77 92 3
77 78 4
77 90 4
77 80 5
77 91 4
78 88 5
78 91 4
78 84 3
78 84 4
78 88 3
78 89 9
78 80 5
78 85 1
78 78 9
78 81 1
78 91 7
78 85 4
79 81 3
79 85 6
80 92 6
80 91 5
80 81 1
80 88 4
80 87 9
80 90 1
80 99 4
80 83 7
80 89 6
80 87 2
80 86 7
80 94 8
81 92 7
82 93 9
82 97 4
82 97 9
83 99 9
83 85 3
83 87 4
83 92 2
83 85 2
83 87 4
83 94 4
83 90 6
83 91 9
83 98 5
84 91 2
84 96 8
84 91 7
84 93 9
84 99 9
84 90 3
84 91 9
84 90 7
84 89 7
84 91 2
84 94 5
85 98 6
85 91 7
85 90 8
85 98 5
85 98 5
85 86 6
85 89 6
85 87 6
85 89 6
85 95 1
86 87 1
86 94 2
86 99 7
86 92 4
86 90 9
87 96 7
87 93 5
87 90 9
87 95 7
88 95 8
88 98 2
88 98 7
89 91 3
90 96 5
90 97 3
90 96 3
90 96 5
90 99 2
90 90 3
91 91 4
91 93 4
91 95 1
91 93 9
92 99 6
92 95 5
92 96 4
92 94 7
92 95 9
93 95 9
94 96 1
94 99 5
94 94 8
95 99 2
95 99 2
96 97 8
96 98 7
98 99 8
